testID,tester,machine,cpu,mhz,hwAvail,os,compiler,autoParallel,benchType,base,peak
cpu2006-20110620-17229,ACTION S.A.,ACTINA SOLAR 220 X3 (Intel Xeon X5650),Intel Xeon X5650,2667.0,Apr-2010,"SuSe Linux Enterprise Server 11 (x86_64), Kernel 2.6.27.19-5-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CFP2006,51.3,53.4
cpu2006-20110620-17230,ACTION S.A.,ACTINA SOLAR 220 X3 (Intel Xeon X5650),Intel Xeon X5650,2667.0,Apr-2010,"SuSe Linux Enterprise Server 11 (x86_64), Kernel 2.6.27.19-5-default",Intel C++ Compiler XE for applications running on IA-32 Version 12.0.1.116 Build 20101116,Yes,CINT2006,35.9,37.5
cpu2006-20110621-17255,HITACHI,Compute Blade 320 (Intel Xeon X5690),Intel Xeon X5690,3466.0,Mar-2011,"SuSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Compiler XE for Linux Version 12.0.2.137 Build 20110112,Yes,CINT2006,44.2,46.7
cpu2006-20110621-17256,HITACHI,Compute Blade 320 (Intel Xeon X5690),Intel Xeon X5690,3466.0,Mar-2011,"SuSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Compiler XE for Linux Version 12.0.3.174 Build 20110309 Intel Fortran Compiler XE for Linux Version 12.0.3.174 Build 20110309,Yes,CFP2006,61.3,65.0
cpu2006-20110621-17257,HITACHI,Compute Blade 320 (Intel Xeon X5675),Intel Xeon X5675,3060.0,Feb-2011,"SuSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Compiler XE for Linux Version 12.0.2.137 Build 20110112,Yes,CINT2006,41.6,43.2
cpu2006-20110621-17258,HITACHI,Compute Blade 320 (Intel Xeon X5675),Intel Xeon X5675,3060.0,Feb-2011,"SuSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Compiler XE for Linux Version 12.0.3.174 Build 20110309 Intel Fortran Compiler XE for Linux Version 12.0.3.174 Build 20110309,Yes,CFP2006,58.9,61.9
cpu2006-20110704-17338,NEC Corporation,Express5800/R120b-1 (Intel Xeon E5606),Intel Xeon E5606,2133.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CFP2006,36.7,39.1
cpu2006-20110704-17340,NEC Corporation,Express5800/R120b-1 (Intel Xeon E5606),Intel Xeon E5606,2133.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CINT2006,25.8,27.1
cpu2006-20110704-17344,NEC Corporation,Express5800/R120b-2 (Intel Xeon E5606),Intel Xeon E5606,2133.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CFP2006,36.7,39.1
cpu2006-20110704-17346,NEC Corporation,Express5800/R120b-2 (Intel Xeon E5606),Intel Xeon E5606,2133.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CINT2006,25.8,27.1
cpu2006-20110704-17348,NEC Corporation,Express5800/R120b-1 (Intel Xeon E5645),Intel Xeon E5645,2400.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CFP2006,48.4,51.7
cpu2006-20110704-17352,NEC Corporation,Express5800/R120b-1 (Intel Xeon E5645),Intel Xeon E5645,2400.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CINT2006,33.9,36.1
cpu2006-20110704-17356,NEC Corporation,Express5800/R120b-2 (Intel Xeon E5645),Intel Xeon E5645,2400.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CFP2006,48.4,51.7
cpu2006-20110704-17358,NEC Corporation,Express5800/R120b-2 (Intel Xeon E5645),Intel Xeon E5645,2400.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CINT2006,33.9,36.1
cpu2006-20110704-17362,NEC Corporation,Express5800/R120b-1 (Intel Xeon X5650),Intel Xeon X5650,2667.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CFP2006,54.3,57.7
cpu2006-20110704-17364,NEC Corporation,Express5800/R120b-1 (Intel Xeon X5650),Intel Xeon X5650,2667.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CINT2006,37.7,40.0
cpu2006-20110704-17368,NEC Corporation,Express5800/R120b-2 (Intel Xeon X5650),Intel Xeon X5650,2667.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CFP2006,54.3,57.7
cpu2006-20110704-17370,NEC Corporation,Express5800/R120b-2 (Intel Xeon X5650),Intel Xeon X5650,2667.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default","Intel C++ Intel 64 Compiler XE for applications running on Intel 64, Version 12.0.3.174 Build 20110309",Yes,CINT2006,37.7,40.0
cpu2006-20110704-17376,Fujitsu,"CELSIUS W410, Intel Core i5-2400",Intel Core i5-2400,3100.0,Mar-2011,"SUSE Linux Enterprise Server 11 (x86_64) SP1, kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.2.137 Build 20110112,Yes,CFP2006,52.4,54.2
cpu2006-20110704-17377,Fujitsu,"CELSIUS W410, Intel Core i5-2400",Intel Core i5-2400,3100.0,Mar-2011,"SUSE Linux Enterprise Server 11 (x86_64) SP1, kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.2.137 Build 20110112,Yes,CINT2006,40.6,42.2
cpu2006-20110704-17378,ASUSTeK Computer Inc.,,Intel Xeon E3-1280,3500.0,Apr-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CINT2006,45.7,48.5
cpu2006-20110704-17379,ASUSTeK Computer Inc.,,Intel Xeon E3-1280,3500.0,Apr-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0 Update 3,Yes,CFP2006,58.8,61.1
cpu2006-20110713-17441,E4 Computer Engineering S.p.A.,E-Rack Twin E7116,Intel Xeon E5620,2400.0,May-2010,openSUSE 11.1 (x86_64) Kernel 2.6.27.s7-9-default,Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.4 Build 20110427,Yes,CINT2006,31.8,33.4
cpu2006-20110713-17442,E4 Computer Engineering S.p.A.,E-Rack Twin E7116,Intel Xeon E5620,2400.0,May-2009,openSUSE 11.1 (x86_64) Kernel 2.6.27.s7-9-default,Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.4 Build 20110427,Yes,CFP2006,45.4,46.4
cpu2006-20110718-17459,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon E5603),Intel Xeon E5603,1600.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0 Update 3,Yes,CFP2006,29.2,31.0
cpu2006-20110718-17461,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon E5603),Intel Xeon E5603,1600.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CINT2006,19.1,20.0
cpu2006-20110718-17463,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon E5649),Intel Xeon E5649,2533.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0 Update 3,Yes,CFP2006,48.7,52.1
cpu2006-20110718-17465,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon E5649),Intel Xeon E5649,2533.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CINT2006,34.4,36.5
cpu2006-20110718-17467,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon X5647),Intel Xeon X5647,2933.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0 Update 3,Yes,CFP2006,50.2,54.2
cpu2006-20110718-17469,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon X5647),Intel Xeon X5647,2933.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CINT2006,37.3,39.6
cpu2006-20110718-17470,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon X5675),Intel Xeon X5675,3067.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CINT2006,41.1,43.5
cpu2006-20110718-17471,IBM Corporation,IBM BladeCenter HS22 (Intel Xeon X5675),Intel Xeon X5675,3067.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0 Update 3,Yes,CFP2006,57.0,60.9
cpu2006-20110718-17475,IBM Corporation,IBM BladeCenter HS22V (Intel Xeon E5606),Intel Xeon E5606,2133.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0 Update 3,Yes,CFP2006,36.9,38.8
cpu2006-20110718-17477,IBM Corporation,IBM BladeCenter HS22V (Intel Xeon E5606),Intel Xeon E5606,2133.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CINT2006,25.5,26.6
cpu2006-20110718-17479,Intel Corporation,Intel DX58SO2 Motherboard (Intel Core i7-990X),Intel Core i7-990X,3466.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,40.2,42.2
cpu2006-20110718-17481,Intel Corporation,Intel DX58SO2 Motherboard (Intel Core i7-990X),Intel Core i7-990X,3466.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Intel Visual Fortran Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,47.5,49.0
cpu2006-20110718-17482,IBM Corporation,IBM BladeCenter HS22V (Intel Xeon E5607),Intel Xeon E5607,2267.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CINT2006,26.8,27.9
cpu2006-20110718-17485,IBM Corporation,IBM BladeCenter HS22V (Intel Xeon E5645),Intel Xeon E5645,2400.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0 Update 3,Yes,CFP2006,46.6,50.4
cpu2006-20110718-17486,IBM Corporation,IBM BladeCenter HS22V (Intel Xeon E5607),Intel Xeon E5607,2267.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0 Update 3,Yes,CFP2006,37.7,40.3
cpu2006-20110718-17489,IBM Corporation,IBM BladeCenter HS22V (Intel Xeon E5645),Intel Xeon E5645,2400.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CINT2006,32.9,34.9
cpu2006-20110718-17490,IBM Corporation,IBM BladeCenter HS22V (Intel Xeon X5672),Intel Xeon X5672,3200.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ Intel 64 Compiler XE for applications running on Intel 64 Version 12.0.1.116 Build 20101116,Yes,CINT2006,42.3,44.9
cpu2006-20110718-17491,IBM Corporation,IBM BladeCenter HS22V (Intel Xeon X5672),Intel Xeon X5672,3200.0,Feb-2011,"SUSE Linux Enterprise Server 11 SP1 (x86_64), Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12.0 Update 3,Yes,CFP2006,58.0,62.6
cpu2006-20110718-17497,Hewlett-Packard Company,,Intel Xeon E7-4830,2133.0,Apr-2011,"SUSE Linux Enterprise Server 11 (x86_64) SP1, Kernel 2.6.32.12-0.7-default",Intel C++ and Fortran Intel 64 Compiler XE for applications running on Intel 64 Version 12 Update 3,Yes,CFP2006,49.5,53.7
cpu2006-20110718-17498,Hewlett-Packard Company,,Intel Xeon E7-4830,2133.0,Apr-2011,"SUSE Linux Enterprise Server 11 (x86_64) SP1, Kernel 2.6.32.12-0.7-default",Intel C++ Compiler XE for applications running on IA-32 Version 12.0.1.116 Build 20101116,Yes,CINT2006,29.7,32.0
cpu2006-20110718-17499,Intel Corporation,,Intel Core i7-975 Extreme Edition,3333.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Intel Visual Fortran Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,45.3,46.6
cpu2006-20110718-17501,Intel Corporation,Intel DX58SO2 Motherboard (Intel Core i7-960),Intel Core i7-960,3200.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,36.3,38.7
cpu2006-20110718-17503,Intel Corporation,Intel DX58SO2 Motherboard (Intel Core i7-930),Intel Core i7-930,2800.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,33.1,35.0
cpu2006-20110718-17505,Intel Corporation,Intel DX58SO2 Motherboard (Intel Core i7-930),Intel Core i7-930,2800.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Intel Visual Fortran Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,39.8,40.9
cpu2006-20110718-17508,Intel Corporation,Intel DX58SO2 Motherboard (Intel Core i7-960),Intel Core i7-960,3200.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Intel Visual Fortran Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,41.9,43.5
cpu2006-20110718-17512,Intel Corporation,,Intel Core i7-975 Extreme Edition,3333.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,38.5,40.8
cpu2006-20110718-17513,Intel Corporation,Intel DP55KG Motherboard (Intel Core i7-860),Intel Core i7-860,2800.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,35.1,37.9
cpu2006-20110718-17516,Intel Corporation,Intel DP55KG Motherboard (Intel Core i7-860),Intel Core i7-860,2800.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Intel Visual Fortran Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,40.3,42.0
cpu2006-20110718-17517,Intel Corporation,Intel DP55KG Motherboard (Intel Core i7-870),Intel Core i7-870,2933.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,36.4,39.0
cpu2006-20110718-17519,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i7-2600S),Intel Core i7-2600S,2800.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,42.9,46.4
cpu2006-20110718-17520,Intel Corporation,Intel DP55KG Motherboard (Intel Core i7-870),Intel Core i7-870,2933.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Intel Visual Fortran Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,41.8,43.4
cpu2006-20110718-17521,Intel Corporation,Intel DP55KG Motherboard (Intel Core i7-880),Intel Core i7-880,3066.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,37.5,40.0
cpu2006-20110718-17525,Intel Corporation,Intel DP55KG Motherboard (Intel Core i7-870S),Intel Core i7-870S,2667.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,35.3,38.8
cpu2006-20110718-17526,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2500S),Intel Core i5-2500S,2700.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,41.8,43.8
cpu2006-20110718-17530,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2500S),Intel Core i5-2500S,2700.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Intel Visual Fortran Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,50.1,51.8
cpu2006-20110718-17531,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2500T),Intel Core i5-2500T,2300.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Intel Visual Fortran Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,46.0,48.9
cpu2006-20110718-17532,Intel Corporation,Intel DP55KG Motherboard (Intel Core i7-880),Intel Core i7-880,3066.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Intel Visual Fortran Compiler XE for Intel64 Version 12.0.3.163 Build 20110217 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,42.8,44.4
cpu2006-20110718-17534,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2500T),Intel Core i5-2500T,2300.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,37.1,40.4
cpu2006-20110718-17535,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2400),Intel Core i5-2400,3100.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,40.0,42.1
cpu2006-20110718-17538,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i7-2600),Intel Core i7-2600,3400.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Intel Visual Fortran Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,54.9,57.0
cpu2006-20110718-17541,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i3-2100T),Intel Core i3-2100T,2500.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,29.2,30.4
cpu2006-20110718-17542,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i7-2600),Intel Core i7-2600,3400.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,44.6,47.1
cpu2006-20110718-17545,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i3-2100T),Intel Core i3-2100T,2500.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Intel Visual Fortran Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,37.1,38.3
cpu2006-20110718-17547,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i3-2120),Intel Core i3-2120,3300.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Intel Visual Fortran Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,45.2,46.7
cpu2006-20110718-17548,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2500),Intel Core i5-2500,3300.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,42.7,45.1
cpu2006-20110718-17550,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i3-2120),Intel Core i3-2120,3300.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,36.8,38.5
cpu2006-20110718-17552,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2500),Intel Core i5-2500,3300.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Intel Visual Fortran Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,53.2,55.2
cpu2006-20110718-17554,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2500K),Intel Core i5-2500K,3300.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Intel Visual Fortran Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,53.3,55.3
cpu2006-20110718-17555,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2400),Intel Core i5-2400,3100.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Intel Visual Fortran Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,50.8,52.6
cpu2006-20110718-17557,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2390T),Intel Core i5-2390T,2700.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Intel Visual Fortran Compiler XE for Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CFP2006,41.5,44.8
cpu2006-20110718-17558,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2500K),Intel Core i5-2500K,3300.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,42.8,45.0
cpu2006-20110718-17560,Intel Corporation,Intel DH67BLB3 Motherboard (Intel Core i5-2390T),Intel Core i5-2390T,2700.0,Mar-2011,Windows 7 Ultimate (64-bit),Intel C++ Compiler XE for IA32 and Intel 64 Version 12.0.3.176 Build 20110309 Microsoft Visual Studio 2008 Professional SP1 (for libraries),Yes,CINT2006,35.6,39.6
