testID,tester,machine,cpu,mhz,hwAvail,os,compiler,autoParallel,benchType,base,peak
cpu95-19990104-03254,Dell,Precision WorkStation 610 (450MHz),450 MHz Pentium II XEON,450.0,Jan-1999,Microsoft Windows NT 4.0 sp3,Intel Fortran Compiler 2.4,No,CFP95,13.9,15.2
cpu95-19990104-03256,Dell,Precision WorkStation 610 (450MHz),450 MHz Pentium II XEON,450.0,Jan-1999,Microsoft Windows NT 4.0 sp3,"Intel C Compiler 2.4 for Windows NT, Microsoft Visual C++(for libraries)",No,CINT95,19.0,19.0
cpu95-19990118-03257,"Siemens, Germany",CELSIUS 2000,Pentium II Xeon Processor 450 MHz,450.0,Nov-1998,Windows NT V4.0 (Service Pack 3),Intel C Compiler Plug-In 2.4,No,CINT95,18.9,18.9
cpu95-19990118-03258,"Siemens, Germany",CELSIUS 2000,Pentium II Xeon Processor 450 MHz,450.0,Nov-1998,Windows NT V4.0 (Service Pack 4),Intel Fortran Compiler Plug-In 2.4,No,CFP95,13.5,15.0
cpu95-19990122-03268,"Sun, Palo Alto",Sun Enterprise 3500,400MHz UltraSPARC II,400.0,Dec-1998,Solaris 2.7,Sun C 5.0,No,CINT95,14.3,17.7
cpu95-19990122-03281,"Sun, Palo Alto",Sun Enterprise 3500,400MHz UltraSPARC II,400.0,Dec-1998,Solaris 2.7,Sun F77 5.0,No,CFP95,22.5,25.4
cpu95-19990122-03282,"Sun, Palo Alto",Sun Enterprise 3500,400MHz UltraSPARC II,400.0,Dec-1998,Solaris 2.7,Sun F77 5.0,No,CFP95,29.0,33.3
cpu95-19990122-03283,"Sun, Palo Alto",Sun Enterprise 3500,400MHz UltraSPARC II,400.0,Dec-1998,Solaris 2.7,Sun F77 5.0,No,CFP95,37.3,42.8
cpu95-19990122-03284,"Sun, Palo Alto",Sun Enterprise 3500,400MHz UltraSPARC II,400.0,Dec-1998,Solaris 2.7,Sun F77 5.0,No,CFP95,41.6,47.6
cpu95-19990122-03285,"Sun, Palo Alto",Sun Enterprise 3500,400MHz UltraSPARC II,400.0,Dec-1998,Solaris 2.7,Sun F77 5.0,No,CFP95,44.0,50.1
cpu95-19990122-03286,"Sun, Palo Alto",Sun Enterprise 4500,400MHz UltraSPARC II,400.0,Dec-1998,Solaris 2.7,Sun F77 5.0,No,CFP95,45.0,51.1
cpu95-19990122-03287,"Sun, Palo Alto",Sun Enterprise 4500,400MHz UltraSPARC II,400.0,Dec-1998,Solaris 2.7,Sun F77 5.0,No,CFP95,46.7,54.4
cpu95-19990201-03390,Digital NH,Compaq Professional Workstation XP1000,500 MHz 21264,500.0,Feb-1999,Digital UNIX X4.0E-8 + Patch Kit 1,DIGITAL Fortran V5.2 KAP Fortran V4.1,No,CFP95,44.5,52.2
cpu95-19990201-03391,Digital NH,Compaq Professional Workstation XP1000,500 MHz 21264,500.0,Feb-1999,Digital UNIX X4.0E-8,DEC C V6.0-007-4088L protect_headers_setup.sh,No,CINT95,23.2,26.9
cpu95-19990201-03394,FUJITSU LIMITED,FUJITSU GP7000F Model600 275,272MHz SPARC64 GP,272.0,Dec-1998,Solaris 2.6 HW:5/98,Sun C5.0 Early Access,No,CINT95,13.7,17.6
cpu95-19990201-03395,FUJITSU LIMITED,FUJITSU GP7000F Model600 275,272MHz SPARC64 GP,272.0,Dec-1998,Solaris 2.6 HW:5/98,Fujitsu Fortran V4.0.1,No,CFP95,25.0,27.1
cpu95-19990201-03399,FUJITSU LIMITED,FUJITSU GP7000F Model200 250,248MHz SPARC64 GP,248.0,Dec-1998,Solaris 2.6 HW:5/98,Sun C5.0 Early Access,No,CINT95,12.5,15.9
cpu95-19990201-03403,FUJITSU LIMITED,FUJITSU GP7000F Model200 225,224MHz SPARC64 GP,224.0,Dec-1998,Solaris 2.6 HW:5/98,Sun C5.0 Early Access,No,CINT95,11.0,14.0
cpu95-19990201-03413,FUJITSU LIMITED,FUJITSU GP7000F Model200 225,224MHz SPARC64 GP,224.0,Dec-1998,Solaris 2.6 HW:5/98,Fujitsu Fortran V4.0.1,No,CFP95,16.3,17.2
cpu95-19990201-03414,FUJITSU LIMITED,FUJITSU GP7000F Model200 250,248MHz SPARC64 GP,248.0,Dec-1998,Solaris 2.6 HW:5/98,Fujitsu Fortran V4.0.1,No,CFP95,19.4,20.9
cpu95-19990226-03434,"Sun, Palo Alto",Sun Enterprise 250,400 MHz UltraSPARC-II,400.0,Mar-1999,Solaris 7 (kernel/unix),Sun f77 5.0 Developer Release (12/22/98),No,CFP95,19.6,21.9
cpu95-19990226-03435,"Sun, Palo Alto",Sun Enterprise 250,400 MHz UltraSPARC-II,400.0,Mar-1999,Solaris 7 (kernel/unix),Sun C 5.0 Developer Release (12/22/98),No,CINT95,13.5,16.8
cpu95-19990315-03443,Intel Corp.,"Intel SE440BX2 Motherboard(333MHz, Pentium II processor)",333MHz Pentium II processor,333.0,Mar-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,14.0,14.0
cpu95-19990315-03446,Intel Corp.,"Intel SE440BX2 Motherboard(350MHz, Pentium II processor)",350MHz Pentium II processor,350.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 4.0 for Windows NT,No,CFP95,10.3,11.4
cpu95-19990315-03448,Intel Corp.,"Intel SE440BX2 Motherboard(400MHz, Pentium II processor)",400MHz Pentium II processor,400.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 4.0 for Windows NT,No,CFP95,11.5,12.8
cpu95-19990315-03449,Intel Corp.,"Intel SE440BX2 Motherboard(450MHz, Pentium II processor)",450MHz Pentium II processor,450.0,Mar-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,18.5,18.5
cpu95-19990315-03451,Intel Corp.,"Intel SE440BX2 Motherboard(450 MHz, Pentium III processor)",450MHz Pentium III processor,450.0,Mar-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,18.7,18.7
cpu95-19990315-03452,Intel Corp.,"Intel SE440BX2 Motherboard(450MHz, Pentium III processor)",450MHz Pentium III processor,450.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 4.0 for Windows NT,No,CFP95,12.2,13.7
cpu95-19990315-03453,Intel Corp.,"Intel SE440BX2 Motherboard(500 MHz, Pentium III processor)",500MHz Pentium III processor,500.0,Mar-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,20.7,20.7
cpu95-19990315-03454,Intel Corp.,"Intel SE440BX2 Motherboard(500 MHz, Pentium III processor)",500MHz Pentium III processor,500.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 4.0 for Windows NT,No,CFP95,13.2,14.7
cpu95-19990315-03455,Intel Corp.,"Intel SE440BX2 Motherboard(450MHz, Pentium II processor)",450MHz Pentium II processor,450.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 4.0 for Windows NT,No,CFP95,11.9,13.3
cpu95-19990315-03456,Intel Corp.,"Intel SE440BX2 Motherboard(400MHz, Pentium II processor)",400MHz Pentium II processor,400.0,Mar-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,16.9,16.9
cpu95-19990315-03457,Intel Corp.,"Intel SE440BX2 Motherboard(350MHz, Pentium II processor)",350MHz Pentium II processor,350.0,Mar-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,14.9,14.9
cpu95-19990315-03459,Intel Corp.,"Intel SE440BX2 Motherboard(333MHz, Pentium II processor)",333MHz Pentium II processor,333.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 4.0 for Windows NT,No,CFP95,9.06,10.0
cpu95-19990315-03460,Intel Corp.,"Intel SE440BX2 Motherboard(300MHz, Pentium II processor)",300MHz Pentium II processor,300.0,Apr-1998,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,12.9,12.9
cpu95-19990315-03461,Intel Corp.,"Intel SE440BX2 Motherboard(300MHz, Pentium II processor)",300MHz Pentium II processor,300.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 4.0 for Windows NT,No,CFP95,8.32,9.20
cpu95-19990326-03462,Siemens / Germany,Primergy 170,Pentium III Processor 500 MHz,500.0,Apr-1999,Windows NT V4.0 EE (SP 4),Intel C Compiler Plug-In 4.0,No,CINT95,21.2,21.2
cpu95-19990326-03463,Siemens / Germany,Primergy 670/20,Pentium III Processor 500 MHz,500.0,Apr-1999,Windows NT V4.0 EE (SP 4),Intel C Compiler Plug-In 4.0,No,CINT95,21.2,21.2
cpu95-19990329-03466,Dell,Precision WorkStation 410 (450MHz),450 MHz Pentium III,450.0,Mar-1999,Microsoft Windows NT 4.0 sp4,Intel FORTRAN Compiler 2.4,No,CFP95,12.0,13.3
cpu95-19990329-03468,Dell,Precision WorkStation 410 (500MHz),500 MHz Pentium III,500.0,Mar-1999,Microsoft Windows NT 4.0 sp4,Intel FORTRAN Compiler 2.4,No,CFP95,12.9,14.2
cpu95-19990329-03471,Dell,Precision WorkStation 610 (500MHz),500 MHz Pentium III Xeon,500.0,Mar-1999,Microsoft Windows NT 4.0 sp4,Intel FORTRAN Compiler 2.4,No,CFP95,14.1,15.5
cpu95-19990329-03472,Dell,Precision WorkStation 610 (500MHz),500 MHz Pentium III Xeon,500.0,Mar-1999,Microsoft Windows NT 4.0 sp4,Intel FORTRAN Compiler 2.4,No,CFP95,14.7,16.2
cpu95-19990329-03474,Dell,Precision WorkStation 410 (450MHz),450 MHz Pentium III,450.0,Mar-1999,Microsoft Windows NT 4.0 sp4,Intel C Compiler 4.0 for Windows NT Microsoft Visual C++ 6.0(for libraries),No,CINT95,18.5,18.5
cpu95-19990329-03475,Intel Corp.,Intel AL440LX Motherboard,366MHz Celeron processor,366.0,Jan-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4 for Windows NT,No,CFP95,9.56,10.1
cpu95-19990329-03476,Intel Corp.,Intel AL440LX Motherboard,300A MHz Celeron processor,300.0,Aug-1998,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4 for Windows NT,No,CFP95,8.66,9.21
cpu95-19990329-03477,Intel Corp.,Intel AL440LX Motherboard,400MHz Celeron processor,400.0,Jan-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4 for Windows NT,No,CFP95,10.0,10.6
cpu95-19990329-03478,Intel Corp.,Intel AL440LX Motherboard,366MHz Celeron processor,366.0,Jan-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,13.9,13.9
cpu95-19990329-03479,Intel Corp.,Intel AL440LX Motherboard,333MHz Celeron processor,333.0,Aug-1998,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4 for Windows NT,No,CFP95,9.15,9.65
cpu95-19990329-03480,Intel Corp.,Intel AL440LX Motherboard,300A MHz Celeron processor,300.0,Aug-1998,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,11.9,11.9
cpu95-19990329-03481,Intel Corp.,Intel AL440LX Motherboard,400MHz Celeron processor,400.0,Jan-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,14.9,14.9
cpu95-19990329-03482,Intel Corp.,Intel AL440LX Motherboard,333MHz Celeron processor,333.0,Aug-1998,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,12.9,12.9
cpu95-19990329-03483,Intel Corp.,Intel AL440LX Motherboard,300MHz Celeron processor,300.0,Jun-1998,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,8.81,8.81
cpu95-19990329-03484,Intel Corp.,Intel AL440LX Motherboard,300MHz Celeron processor,300.0,Jun-1998,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4 for Windows NT,No,CFP95,6.05,6.97
cpu95-19990329-03486,Dell,Precision WorkStation 410 (500MHz),500 MHz Pentium III,500.0,Mar-1999,Microsoft Windows NT 4.0 sp4,Intel C Compiler 4.0 for Windows NT Microsoft Visual C++ 6.0(for libraries),No,CINT95,20.5,20.5
cpu95-19990329-03488,Dell,Precision WorkStation 610 (500MHz),500 MHz Pentium III Xeon,500.0,Mar-1999,Microsoft Windows NT 4.0 sp4,Intel C Compiler 4.0 for Windows NT Microsoft Visual C++ 6.0 (for libraries),No,CINT95,22.0,22.0
cpu95-19990329-03490,Dell,Precision WorkStation 610 (500MHz),500 MHz Pentium III Xeon,500.0,Mar-1999,Microsoft Windows NT 4.0 sp4,Intel C Compiler 4.0 for Windows NT Microsoft Visual C++ 6.0 (for libraries),No,CINT95,21.6,21.6
cpu95-19990329-03491,Intel Corp.,Intel AL440LX Motherboard,433MHz Celeron processor,433.0,Mar-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,15.8,15.8
cpu95-19990329-03492,Intel Corp.,Intel AL440LX Motherboard,433MHz Celeron processor,433.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4 for Windows NT,No,CFP95,10.4,10.9
cpu95-19990329-03493,Intel Corp.,Intel MS440GX Motherboard,Pentium III Xeon processor (550 MHz 512KB L2),550.0,Apr-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,23.6,23.6
cpu95-19990329-03494,Intel Corp.,Intel MS440GX Motherboard,Pentium III Xeon processor (550 MHz 512KB L2),550.0,Apr-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4,No,CFP95,15.1,16.9
cpu95-19990329-03495,Intel Corp.,Intel MS440GX Motherboard,Pentium III Xeon processor (500 MHz 512KB L2),500.0,Mar-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,21.6,21.6
cpu95-19990329-03496,Intel Corp.,Intel MS440GX Motherboard,Pentium III Xeon processor (500 MHz 512KB L2),500.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4,No,CFP95,14.3,15.9
cpu95-19990329-03497,Intel Corp.,Intel MS440GX Motherboard,Pentium II Xeon processor (450 MHz 512KB L2),450.0,Mar-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4,No,CFP95,13.5,15.0
cpu95-19990329-03498,Intel Corp.,Intel MS440GX Motherboard,Pentium II Xeon processor (450 MHz 512KB L2),450.0,Mar-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,19.7,19.7
cpu95-19990329-03501,SGI,Origin200: 1X 270MHz R12k,270 MHz MIPS R12000 Processor Chip Revision: 2.2,270.0,Mar-1999,IRIX64 6.5,MIPSpro Fortran 77 and 90 7.2.1,No,CFP95,23.7,25.2
cpu95-19990329-03504,SGI,Origin200: 1X 270MHz R12k,270 MHz MIPS R12000 Processor Chip Revision: 2.2,270.0,Mar-1999,IRIX64 6.5,MIPSpro C Compiler 7.2.1,No,CINT95,14.9,15.8
cpu95-19990330-03514,"IBM, Austin, TX",RS/6000 H70 (1 CPU),340 MHz PowerPC RS64-II,340.0,Apr-1999,AIX 4.3.2,IBM C/C++ 3.6.4.0 memdbg 4.4.0.1 FDPR,No,CINT95,13.7,16.0
cpu95-19990330-03519,"IBM, Austin, TX",RS/6000 H70 (1 CPU),340 MHz PowerPC RS64-II,340.0,Apr-1999,AIX 4.3.2,XL Fortran version 6.1.0.0 KAP version 3.2 VAST-2 version 4.01X8,No,CFP95,20.2,21.2
cpu95-19990412-03520,Siemens / Germany,CELSIUS 420,Pentium III Processor 500 MHz,500.0,Mar-1999,Windows NT V4.0 EE (SP 4),Intel C Compiler Plug-In 4.0,No,CINT95,21.3,21.3
cpu95-19990412-03521,"Siemens, Munich / Germany",Celsius 420,Pentium III Processor 500 MHz,500.0,Mar-1999,Windows NT V4.0 EE (SP 4),Intel Fortran Plug-In Compiler 2.4,No,CFP95,13.4,14.9
cpu95-19990412-03522,Siemens / Germany,CELSIUS 630,Pentium III Xeon Processor 550 MHz,550.0,May-1999,Windows NT V4.0 EE (SP 4),Intel C Compiler Plug-In 4.0,No,CINT95,24.3,24.3
cpu95-19990412-03523,"Siemens, Munich / Germany",Celsius 630,Pentium III Xeon Processor 550 MHz,550.0,May-1999,Windows NT V4.0 EE (SP 4),Intel Fortran Plug-In Compiler 2.4,No,CFP95,15.5,17.1
cpu95-19990412-03525,Compaq NH,AlphaServer ES40,500 MHz Alpha 21264,500.0,Apr-1999,Digital UNIX X4.0F-4,Fortran V5.2 KAP Fortran V4.1,No,CFP95,47.2,57.7
cpu95-19990412-03527,Compaq NH,AlphaServer ES40,500 MHz Alpha 21264,500.0,Apr-1999,Digital UNIX X4.0F-4,DIGITAL Fortran V5.2 KAP Fortan V4.1,No,CFP95,80.1,104
cpu95-19990412-03530,Compaq NH,AlphaServer ES40,500 MHz Alpha 21264,500.0,Apr-1999,Digital UNIX X4.0F-4,DEC C V6.0-007-4088L protect_headers_setup.sh,No,CINT95,23.5,27.3
cpu95-19990412-03531,Compaq NH,AlphaServer ES40,500 MHz Alpha 21264,500.0,Apr-1999,Digital UNIX X4.0F-4,DIGITAL Fortran V5.2 KAP Fortan V4.1,No,CFP95,60.1,76.3
cpu95-19990426-03536,"HP Richardson, TX",HP 9000 Model N4000,440 MHz PA-RISC 8500,440.0,Aug-1999,HP-UX B.11.00,HP92453-01 A.11.01.00 HP C Compiler,No,CINT95,30.8,34.0
cpu95-19990426-03544,"HP Richardson, TX",HP 9000 Model N4000,440 MHz PA-RISC 8500,440.0,Aug-1999,HP-UX B.11.00,HP-UX f77 971027 (162928)  B.11.00.01 HP-UX f90 19981203 (200508)  B.11.01.06,No,CFP95,48.7,51.4
cpu95-19990426-03548,Dell,Precision WorkStation 610 (550MHz),550 MHz Pentium III Xeon,550.0,Apr-1999,Microsoft Windows NT 4.0 sp4,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0 (for libraries)",No,CINT95,24.2,24.2
cpu95-19990426-03549,Dell,Precision WorkStation 610 (550MHz),550 MHz Pentium III Xeon,550.0,Apr-1999,Microsoft Windows NT 4.0 sp4,Intel Fortran Compiler 2.4,No,CFP95,15.2,16.8
cpu95-19990503-03565,"Sun, Palo Alto",Sun Enterprise 4500,400MHz UltraSPARC II,400.0,May-1999,Solaris7_64bit,Sun F77 5.0,No,CFP95,45.1,61.5
cpu95-19990503-03568,"Sun, Palo Alto",Sun Enterprise 4500,400MHz UltraSPARC II,400.0,May-1999,Solaris7_64bit,Sun F77 5.0,No,CFP95,44.7,59.1
cpu95-19990503-03571,"Sun, Palo Alto",Sun Enterprise 3500/4500,400MHz UltraSPARC II,400.0,May-1999,Solaris7_64bit,Sun F77 5.0,No,CFP95,45.0,57.7
cpu95-19990503-03574,"Sun, Palo Alto",Sun Enterprise 3500/4500,400MHz UltraSPARC II,400.0,May-1999,Solaris7_64bit,Sun F77 5.0,No,CFP95,41.6,53.5
cpu95-19990503-03577,"Sun, Palo Alto",Sun Enterprise 3500/4500,400MHz UltraSPARC II,400.0,May-1999,Solaris7_64bit,Sun F77 5.0,No,CFP95,37.8,47.9
cpu95-19990503-03578,"Sun, Palo Alto",Sun Enterprise 3500/4500,400MHz UltraSPARC II,400.0,May-1999,Solaris7_64bit,Sun F77 5.0,No,CFP95,28.9,36.2
cpu95-19990503-03579,"Sun, Palo Alto",Sun Enterprise 3500/4500,400MHz UltraSPARC II,400.0,May-1999,Solaris7_64bit,Sun F77 5.0,No,CFP95,26.5,30.1
cpu95-19990506-03582,Siemens / Germany,Primergy 670-40,Pentium III Xeon Processor 500 MHz,500.0,Apr-1999,Windows NT V4.0 EE (SP4),"Intel C Compiler Plug-In 4.0, Microsoft Visual C++ 6.0 (for libraries)",No,CINT95,22.5,22.5
cpu95-19990506-03583,Siemens / Germany,Primergy 870,Pentium III Xeon Processor 500 MHz,500.0,Apr-1999,Windows NT V4.0 EE (SP4),"Intel C Compiler Plug-In 4.0, Microsoft Visual C++ 6.0 (for libraries)",No,CINT95,22.5,22.5
cpu95-19990510-03599,"HP Richardson, TX",HP 9000 Model N4000,360 MHz PA-RISC 8500,360.0,Aug-1999,HP-UX B.11.00,HP-UX f77 971027 (162928)  B.11.00.01 HP-UX f90 19981203 (200508)  B.11.01.06,No,CFP95,43.7,46.3
cpu95-19990510-03602,"HP Richardson, TX",HP 9000 Model N4000,360 MHz PA-RISC 8500,360.0,Aug-1999,HP-UX B.11.00,HP92453-01 A.11.01.00 HP C Compiler,No,CINT95,25.5,28.2
cpu95-19990511-03615,"Sun, Palo Alto",Sun Enterprise 3500/4500,400MHz UltraSPARC II,400.0,May-1999,Solaris7_64bit,Sun C 5.0,No,CINT95,14.9,18.3
cpu95-19990512-03616,SGI,Origin2000: 2X 300MHz R12k,300 MHz MIPS R12000 Processor Chip Revision: 2.3,300.0,Apr-1999,IRIX64 6.5,MIPSpro C Compiler 7.3 IRIX Development Foundation 1.2,No,CINT95,18.1,18.4
cpu95-19990512-03617,SGI,Origin2000: 2X 300MHz R12k,300 MHz MIPS R12000 Processor Chip Revision: 2.3,300.0,Apr-1999,IRIX64 6.5,MIPSpro Fortran 77 and 90 7.3 IRIX Development Foundation 1.2,No,CFP95,30.1,34.4
cpu95-19990514-03640,"Sun, Palo Alto",Ultra 2 Model 1400,400 MHz UltraSPARC-II,400.0,May-1999,Solaris 2.6 Hardware 3/98,Sun WorkShop FORTRAN 77 5.0,No,CFP95,19.8,22.3
cpu95-19990514-03641,"Sun, Palo Alto",Ultra 2 Model 1400,400 MHz UltraSPARC-II,400.0,May-1999,Solaris 2.6 Hardware 3/98,Sun WorkShop C 5.0,No,CINT95,13.9,17.2
cpu95-19990514-03644,"Sun, Palo Alto",Ultra 60 Model 1450,450 MHz UltraSPARC-II,450.0,May-1999,Solaris 7 (64bit),Sun WorkShop FORTRAN 77 5.0,No,CFP95,23.9,27.0
cpu95-19990514-03646,"Sun, Palo Alto",Ultra 60 Model 1450,450 MHz UltraSPARC-II,450.0,May-1999,Solaris 7 (64bit),Sun WorkShop C 5.0,No,CINT95,16.2,19.7
cpu95-19990514-03648,"Sun, Palo Alto",Ultra 5 Model 360,360 MHz UltraSPARC-IIi,360.0,May-1999,Solaris 7 (64bit),Sun WorkShop FORTRAN 77 5.0,No,CFP95,11.3,13.1
cpu95-19990514-03649,"Sun, Palo Alto",Ultra 5 Model 360,360 MHz UltraSPARC-IIi,360.0,May-1999,Solaris 7 (64bit),Sun WorkShop C 5.0,No,CINT95,10.2,12.1
cpu95-19990514-03652,"Sun, Palo Alto",Ultra 10 Model 440,440 MHz UltraSPARC-IIi,440.0,May-1999,Solaris 7 (64bit),Sun WorkShop C 5.0,No,CINT95,15.0,18.1
cpu95-19990514-03654,"Sun, Palo Alto",Ultra 10 Model 440,440 MHz UltraSPARC-IIi,440.0,May-1999,Solaris 7 (64bit),Sun WorkShop FORTRAN 77 5.0,No,CFP95,19.8,22.7
cpu95-19990524-03664,"HP Fort Collins, CO",HP 9000 Model B1000,300 MHz PA-RISC 8500,300.0,May-1999,HP-UX B.10.20,HP92453-01 A.10.32.20 HP C Compiler,No,CINT95,20.4,22.4
cpu95-19990524-03665,"HP Fort Collins, CO",HP 9000 Model C3000,400 MHz PA-RISC 8500,400.0,May-1999,HP-UX B.10.20,HP FORTRAN B.10.20.07 B3907CA,No,CFP95,46.7,48.6
cpu95-19990524-03666,"HP Fort Collins, CO",HP 9000 Model C3000,400 MHz PA-RISC 8500,400.0,May-1999,HP-UX B.10.20,HP92453-01 A.10.32.20 HP C Compiler,No,CINT95,27.4,30.2
cpu95-19990524-03667,"HP Fort Collins, CO",HP 9000 Model J5000,440 MHz PA-RISC 8500,440.0,May-1999,HP-UX B.10.20,HP FORTRAN B.10.20.07 B3907CA,No,CFP95,50.1,52.3
cpu95-19990524-03668,"HP Fort Collins, CO",HP 9000 Model J5000,440 MHz PA-RISC 8500,440.0,May-1999,HP-UX B.10.20,HP92453-01 A.10.32.20 HP C Compiler,No,CINT95,29.2,32.5
cpu95-19990524-03669,"HP Fort Collins, CO",HP 9000 Model B1000,300 MHz PA-RISC 8500,300.0,May-1999,HP-UX B.10.20,HP FORTRAN B.10.20.07 B3907CA,No,CFP95,37.4,38.8
cpu95-19990524-03670,Compaq NH,AlphaServer DS10,466 MHz Alpha 21264,466.0,May-1999,Compaq Tru64 UNIX X4.0F-4,Digital Fortran V5.2 KAP Fortran V4.1,No,CFP95,39.7,47.9
cpu95-19990524-03672,Compaq NH,AlphaServer DS10,466 MHz Alpha 21264,466.0,May-1999,Compaq Tru64 UNIX X4.0F-4,DEC C V6.0-007-4088L protect_headers_setup.sh,No,CINT95,21.5,24.6
cpu95-19990601-03676,FUJITSU LIMITED,FUJITSU GP7000F Model200 275,272MHz SPARC64 GP,272.0,Jul-1999,Solaris 2.6,Sun C5.0,No,CINT95,13.6,17.6
cpu95-19990601-03679,FUJITSU LIMITED,FUJITSU GP7000F Model600 300,296MHz SPARC64 GP,296.0,Aug-1999,Solaris 2.6,Sun C5.0,No,CINT95,14.7,19.2
cpu95-19990601-03685,FUJITSU LIMITED,FUJITSU GP7000F Model200 275,272MHz SPARC64 GP,272.0,Jul-1999,Solaris 2.6,Fujitsu Fortran V4.0.1,No,CFP95,20.7,22.0
cpu95-19990601-03691,FUJITSU LIMITED,FUJITSU GP7000F Model600 300,296MHz SPARC64 GP,296.0,Aug-1999,Solaris 2.6,Fujitsu Fortran V4.0.2,No,CFP95,27.7,30.5
cpu95-19990621-03709,"Alpha Processor, Inc.",UP2000 667 MHz 4MB Windows NT,667 MHz 21264,667.0,Jul-1999,Microsoft Windows NT 4.0 SP3,Microsoft Visual C++ V6.0 Technology Refresh (12.00.8450) Compaq Spike V1.4,No,CINT95,32.0,32.0
cpu95-19990621-03711,"Alpha Processor, Inc.",UP2000 667 MHz 4MB Windows NT,667 MHz 21264,667.0,Jul-1999,Microsoft Windows NT 4.0 SP3,Compaq Visual Fortran V6.1 Beta1 DIGITAL KAP Fortran 2.0 for NT,No,CFP95,49.1,54.1
cpu95-19990711-03744,AMD,Microstar MS-6167 mainboard,AMD Athlon processor 550MHz,550.0,Aug-1999,Windows NT 4.0 Workstation (Service Pack 4),Intel C/C++ Compiler 4.0 with Microsoft Visual C 5.0/SP4 libraries,No,CINT95,25.0,--
cpu95-19990711-03745,AMD,Microstar MS-6167 mainboard,AMD Athlon processor 550MHz,550.0,Aug-1999,Windows NT 4.0 Workstation (Service Pack 4),Intel Fortran Compiler 2.4,No,CFP95,20.6,--
cpu95-19990711-03746,AMD,Microstar MS-6167 mainboard,AMD Athlon processor 600MHz,600.0,Aug-1999,Windows NT 4.0 Workstation (Service Pack 4),Intel C/C++ Compiler 4.0 with Microsoft Visual C 5.0/SP4 libraries,No,CINT95,27.2,--
cpu95-19990711-03747,AMD,Microstar MS-6167 mainboard,AMD Athlon processor 600MHz,600.0,Aug-1999,Windows NT 4.0 Workstation (Service Pack 4),Intel Fortran Compiler 2.4,No,CFP95,21.5,--
